,titre_film,utilisateur_note,genres_liste,duree,id_film,nbre_utilisateur_note,date_sortie,date_ext
9386,Wherever You Are,6.5,Drama,101,tt7937758,11,(2018),"May 8, 2018"
9387,Pale Trees,,Drama,136,tt3727654,,(2018),"May 16, 2018"
9388,Gracias Gauchito,5.5,Drama  History  War,98,tt9084682,12,(2018),"November 8, 2018"
9389,Nearly News,,Comedy,91,tt8889822,,(2018),"September 5, 2018"
9390,30 Cartas Mi Ranchito quedo abandonado,,Drama,,tt8036568,,(2018),"January 19, 2018"
9391,Di Renjie zhi wu tou shen jiang,7.0,Action  Adventure,87,tt11563882,5,(2018),"November 24, 2018"
9392,Memento Civitas,,Animation  Adventure  Fantasy,73,tt9114282,,(2018),"September 2, 2018"
9393,The Darkness of Faith,,Drama,70,tt8331656,,(2018),"April 6, 2018"
9394,Citizen Erased,,Crime  Drama  Thriller,,tt7929130,,(2018),"April 6, 2018"
9395,Joyful Journeys,7.3,Drama,85,tt5229062,13,(2018),"March 16, 2018"
9396,On the blue canvas,,Mystery,74,tt8653596,,(2018),"June 25, 2018"
9397,Inbred,,Drama,120,tt13417218,,(2018),"September 18, 2018"
9398,Traman,8.0,Drama,82,tt9187974,11,(2018),"December 14, 2018"
9399,The Universe Of One's Own,,,,tt10508594,,(2018),"June 8, 2018"
9400,Affekt,,,,tt7575556,,(2018),"April 27, 2018"
9401,Wanted,,Drama,158,tt10888642,,(2018),"May 11, 2018"
9402,Rooftop,,Drama  Fantasy,55,tt8169510,,(I) (2018),"June 6, 2018"
9403,The Greatest Adventure: The Book of Dragons,8.2,Animation,244,tt9591836,11,(2018),"May 10, 2018"
9404,Jackie and the Genie,,Fantasy,120,tt9569732,,(2018),"November 28, 2018"
9405,Halloween in Hertford,,Comedy,124,tt9179274,,(2018),"October 24, 2018"
9406,Oh Andha Naatkal,,Drama,,tt8208190,,(2018),"December 14, 2018"
9407,Good Friday,,Crime,,tt7966168,,(2018),"December 12, 2018"
9408,Gods of Perdition,7.9,Horror,72,tt7897150,14,(2018),"February 10, 2018"
9409,Magudi,,Comedy,,tt8026576,,,"December 3, 2018"
9410,The Deal,,,58,tt7525558,,(I) (2018),"September 1, 2018"
9411,World of Facts,,Drama,97,tt8390130,,(2018),"October 11, 2018"
9412,Premaku Raincheck,7.1,Romance,148,tt8980510,8,(2018),"October 11, 2018"
9413,Pathis Gang,,Comedy  Drama,121,tt11064912,,(2018),"August 10, 2018"
9414,Kofi,7.1,Comedy,86,tt7006544,34,(2018),"January 1, 2018"
9415,Kalla: Hidup Atau Mati,,Action,100,tt12503808,,(2018),"October 11, 2018"
9416,#O Premave,,Drama,125,tt13605766,,(2018),"October 11, 2018"
9417,Hyper,,Romance,130,tt8365312,,(I) (2018),"October 11, 2018"
9418,Liefde Maakt Blind,,Drama  Romance,102,tt5080086,,(2018),"December 9, 2018"
9419,Remain Humane,,Thriller,,tt4020084,,(2018),"December 5, 2018"
9420,Plotagon Adventures,6.2,Adventure,,tt12759708,6,(2018),"August 30, 2018"
9421,Trevor's Rampage,,,90,tt6867754,,(2018),"October 5, 2018"
9422,The 33rd Sun,,Drama  Mystery,98,tt8091078,,(2018),"November 4, 2018"
9423,The Tricycle Thief,,Comedy,48,tt10293820,,(2018),"December 23, 2018"
9424,Pastor Petty,,Comedy,52,tt8167704,,(2018),"April 20, 2018"
9425,Queen of the Sun,,Drama,158,tt12962724,,(2018),"June 7, 2018"
9426,Fairfield Follies,,Comedy,100,tt3473096,,(2018),"March 22, 2018"
9427,Die Liebe deines Lebens,,Mystery,88,tt7241470,,(2018),"March 22, 2018"
9428,Cervantes,,History,48,tt7786154,,(2018),"January 27, 2018"
9429,The Blood Fields,,Action  Horror  Thriller,,tt7374798,,,"May 4, 2018"
9430,Petit Mal,4.5,Drama,70,tt9030764,6,(2018),"December 31, 2018"
9431,Heart of Gold,,Sport,,tt7575690,,(2018),"June 1, 2018"
9432,Got the Blues: The Villain Cut,,Music,59,tt8767658,,(2018),"November 20, 2020"
9433,Snehave Preethi,,Romance,,tt9109774,,(2018),"October 31, 2018"
9434,Poster Grrl,,Drama,45,tt9265190,,(2018),"June 20, 2018"
9435,Thiel le rouge (un agent si discret),,History,86,tt21105762,,(2018),"November 26, 2018"
9436,The Defender,,Drama,88,tt9352262,,(2018),"December 23, 2018"
9437,Ruwan Dare,,Comedy  Musical,,tt21849078,,(2018),"July 20, 2018"
9438,Lazzaro,5.3,Drama,80,tt8102046,14,(2018),"April 5, 2018"
9439,Rok Sako To Rok Lo,,Comedy,,tt10218724,,(I) (2018),"October 20, 2018"
9440,Max Topas - Das Buch der Kristallkinder,6.6,Fantasy,86,tt6244826,42,(2018),"April 29, 2018"
9441,Mangoshake,6.4,Comedy,104,tt10178280,14,(2018),"September 28, 2018"
9442,Babli,,Romance,,tt9053388,,(2018),"October 26, 2018"
9443,Coasters,,Comedy,,tt9335892,,(II) (2018),"September 19, 2018"
9444,Deadtime Tales 2,3.0,Horror,151,tt9356670,6,(2018),"January 12, 2018"
9445,Okzident,,Drama,64,tt7161592,,(2018),"March 23, 2018"
9446,No era necesario,,Drama,,tt8125128,,,"October 23, 2018"
9447,Istri Orang,,Drama,99,tt21937608,,(2019),"February 2, 2018"
9448,Those Who Can,,Comedy,110,tt7697474,,(2018),"July 17, 2018"
9449,The Penny Dreadful Picture Show Re-Animated,,Horror,91,tt8009784,,(2018),"October 10, 2018"
9450,The 9,8.5,Action,,tt8351784,21,(2018),"February 27, 2018"
9451,Cream,,Comedy,90,tt12619818,,(2018),"March 10, 2018"
9452,Black Elijah,,Drama,,tt22027606,,(2018),"February 4, 2018"
9453,HaSusita Shel Herzl,6.4,Drama,84,tt9067840,19,(2018),"December 19, 2019"
9454,Metal Gamer,,Comedy,103,tt8097932,,(2018),"December 1, 2018"
9455,Follow the Crows,6.2,Thriller,93,tt6096852,88,(2018),"February 1, 2018"
9456,Snitch,,Drama,,tt22091010,,(III) (2018),"August 12, 2018"
9457,Bienvenidos al temporal,,Music,135,tt11024530,,(2018),"October 25, 2018"
9458,Haint,,Drama  Fantasy  Horror,72,tt4899838,,(2018),"September 30, 2018"
9459,AOP vs. The World,,Action,,tt8567238,,(2018),"May 4, 2018"
9460,Level Up Your Life,5.8,Comedy,88,tt8376280,10,(2018),"January 26, 2018"
9461,Bi Nami,5.3,Crime  Drama,90,tt6326558,13,(2018),"December 12, 2018"
9462,Bahar Zmien,5.1,Drama,94,tt7143874,20,(2018),"December 12, 2018"
9463,Watashino Jinsei Nanoni,,Drama  Music  Romance,103,tt8443922,,(2018),"July 14, 2018"
9464,Text,,Thriller,45,tt4535724,,(I) (2018),"January 1, 2018"
9465,24 Seconds,,,,tt10505442,,(2018),"March 23, 2018"
9466,Rakshana,,Action,,tt8269254,,(2018),"May 18, 2018"
9467,No.174: Destiny Rebellion,,Comedy  Drama  Sci-Fi,122,tt8506770,,(2018),"May 25, 2018"
9468,Putanapuram: Unexpected Guest,,Mystery  Thriller,,tt5114012,,(2018),"July 1, 2018"
9469,I passi leggeri,6.6,Drama,98,tt8823784,12,(2018),"November 7, 2018"
9470,Muerte en Berruecos,6.4,Thriller,102,tt12948832,6,(2018),"November 29, 2019"
9471,Seya,4.5,Drama  Horror,113,tt7857658,14,(2018),"March 15, 2018"
9472,El Efecto Dominó,,Drama,,tt9097734,,(2018),"February 23, 2018"
9473,Dying Embers,5.1,Crime  Drama  Thriller,76,tt9357404,63,(2018),"December 29, 2018"
9474,Shlyakhetni volotsyuhi,6.6,Comedy  Musical  Romance,103,tt7786752,226,(2018),"September 27, 2018"
9475,La muerte del maestro,5.2,Drama,62,tt8013560,19,(2018),"January 26, 2018"
9476,Hunting Season,,Drama  Family  Romance,88,tt8428726,,(IV) (2018),"September 3, 2018"
9477,Oblako na kryshe,,Drama  Fantasy,90,tt7641902,,(2018),"February 14, 2018"
9478,Paper Shadows,,Drama,80,tt3996204,,(2018),"September 1, 2018"
9479,Black & White,4.8,Action  Drama,92,tt5127756,21,(2018),"May 25, 2018"
9480,Killer Highway 21,,Thriller,101,tt8333386,,(2018),"May 25, 2018"
9481,5.18 Hinzpeter Story,7.7,,,tt10478876,6,(2018),"May 17, 2018"
9482,When We Grow Up,5.9,Drama,97,tt7237192,12,(2018),"November 13, 2019"
9483,Business Trip Massage to Stimulate Erogenous Sensation,,Action,50,tt13612568,,(2018),"August 24, 2018"
9484,A Conversation with Hazel Henderson,,Biography,71,tt10829676,,(2018),"May 5, 2020"
9485,Notre-Dame de la ZAD,,Comedy,49,tt9230784,,(2018),"October 24, 2018"
9486,Cariño,,Drama,,tt9028332,,(I) (2018),"June 11, 2018"
9487,Butterflies,,Thriller,110,tt12257412,,(IV) (2018),"February 23, 2018"
9488,Daraar 2,,Drama,,tt8388722,,(2018),"September 15, 2018"
9489,The Giraffe,5.3,Drama,75,tt9675772,42,(II) (2018),"August 24, 2018"
9490,He-Low,,Action,52,tt18272562,,(2018),"March 3, 2018"
9491,The Girl from Future,,,,tt10462822,,(2018),"February 1, 2018"
9492,The Nutcracker,,Musical,,tt17346010,,(II) (2018),"January 1, 2018"
9493,Betrayed,,,,tt9436280,,(III) (2018),"February 16, 2018"
9494,Lilit al-Souriya,,Drama  War,120,tt13759198,,(2018),"February 15, 2018"
9495,"I, Father",,Drama,91,tt8787638,,(2018),"January 5, 2018"
9496,Confessions of a Graverobber,,Drama  Thriller,,tt7290696,,(2018),"November 1, 2018"
9497,El Encanto de la Oscuridad: Parte 2,,Adventure  Fantasy  Mystery,97,tt10322784,,(2018),"August 3, 2018"
9498,Close Friends,,Comedy  Drama  Romance,70,tt7778420,,(2018),"May 2, 2018"
9499,El otro verano,4.5,Drama,72,tt9092040,21,(2018),"May 2, 2018"
9500,Immoral Love,4.7,Comedy,80,tt8603004,13,(I) (2018),"March 30, 2018"
9501,Little Voice,,Horror  Thriller,,tt9087212,,(2018),"October 6, 2018"
9502,Hippocamp,,Drama,45,tt9187782,,(2018),"December 15, 2018"
9503,Legend of Ancient Borneo,,Animation,,tt10935206,,(2018),"February 2, 2018"
9504,Voyageuse,6.0,Biography,106,tt5305452,42,(2018),"March 1, 2018"
9505,Spider-Man: Rise of a Legacy,7.0,Action  Sci-Fi,,tt8010444,39,(2018),"March 15, 2018"
9506,Spinoza Hotel,,Drama,,tt5736606,,(2018),"June 30, 2018"
9507,Junction Lo Jayamalini,,Drama,113,tt12915980,,(2018),"April 27, 2018"
9508,Flying High,,Thriller,,tt8735662,,(2018),"July 29, 2018"
9509,Welcome to the Strange,,Horror,61,tt9291476,,(2018),"October 30, 2018"
9510,Magic Hour,,Drama,80,tt8804626,,(2018),"July 1, 2018"
9511,ZELL,,Horror,,tt6323240,,(2018),"July 1, 2018"
9512,White Goods,4.3,Comedy  Horror,120,tt8150782,19,(2018),"March 24, 2018"
9513,The Promotion,,Comedy,,tt18070772,,(II) (2018),"October 18, 2018"
9514,Loha Pehalwan,,Drama,,tt7418170,,(2018),"September 7, 2018"
9515,Quebranto,,Drama,80,tt9736012,,(2018),"June 6, 2018"
9516,They Sleep with Bears,,Drama  Horror,96,tt5020712,,(2018),"July 25, 2018"
9517,Bambaiya Hero,,Musical,90,tt14637880,,(2018),"September 8, 2018"
9518,"Universidade de Coimbra, Alta e Sofia: Vamos Descobrir?",,Biography  History,47,tt8616748,,(2018),"June 22, 2018"
9519,Colores Verdaderos,,Action,90,tt6361308,,(2018),"February 10, 2018"
9520,Bombay Summer,,Adventure  Romance,,tt7164518,,(2018),"August 3, 2018"
9521,Kluci z hor,5.6,Comedy  Drama,90,tt8873624,28,(2018),"May 3, 2018"
9522,Kratos Big Adventure,,Animation,85,tt7277354,,(2018),"October 31, 2018"
9523,Neophyte: An Arthouse Disaster,,Fantasy  Thriller,,tt7806222,,(2018),"October 31, 2018"
9524,Warrior Angels,,Action  Comedy,66,tt12483958,,(2018),"March 24, 2018"
9525,Lisa und der Maler,,Drama  Romance,,tt5196736,,(2018),"August 21, 2018"
9526,"On the road, Khaosan Tango",,Drama  Music  Romance,95,tt8857176,,(2018),"September 16, 2018"
9527,Rosita,5.9,Drama,96,tt9269784,13,(I) (2018),"October 17, 2019"
9528,Something Inside Is Broken,,Musical,116,tt7765984,,(2018),"October 17, 2019"
9529,Mike Ward: Infamous,7.3,Comedy,60,tt9129474,14,(2018),"September 11, 2018"
9530,Iruttu Araiyil Murattu Kuthu,4.1,Horror,119,tt7510220,876,(2018),"May 4, 2018"
9531,Captured Love,,Thriller,,tt7301194,,,"May 4, 2018"
9532,Mr. Muo's Travelling Couch,,Comedy,96,tt8619830,,(2018),"January 12, 2018"
9533,Days of Solitude,,Animation  Drama  Family,92,tt8777272,,(2018),"April 27, 2018"
9534,Los Corroboradores,7.2,,70,tt7293844,60,(2018),"May 10, 2018"
9535,Onsen shikabane geisha,,Comedy  Horror,48,tt10027474,,(2018),"March 16, 2018"
9536,"Love, Boyden",6.3,Drama,112,tt8147428,16,(2018),"November 13, 2018"
9537,Kazoku no Hanashi,5.5,Drama  Family,80,tt9110378,36,(2018),"November 23, 2018"
9538,The Family,,,,tt10467342,,(2018),"June 15, 2018"
9539,From Her To Eternity,,Fantasy,101,tt9168042,,(2018),"October 30, 2018"
9540,Blutch,,Animation,,tt12930862,,(2018),"November 2, 2018"
9541,Malerba,5.3,Drama,87,tt7522782,42,(2018),"November 8, 2018"
9542,ThinkBack,8.2,Drama,80,tt9490508,5,(2018),"November 8, 2018"
9543,Nie taki znowu Swiety Mikolaj,3.0,Comedy,72,tt10908346,11,(2018),"December 6, 2018"
9544,Wait for Him,,,,tt10515854,,(2018),"January 5, 2018"
9545,Bigley's Revenge,,Animation,93,tt8376858,,(2018),"October 1, 2018"
9546,Priyapettavar,3.8,Drama,125,tt8110290,35,(2018),"March 8, 2018"
9547,Kaarni,,Thriller,,tt9049486,,(2018),"November 7, 2018"
9548,Tak sebe zima,7.4,Drama  Thriller,84,tt7390072,23,(2018),"May 9, 2018"
9549,Visions of Love,,Drama  Romance,49,tt7986826,,(2018),"February 14, 2019"
9550,Horror Bathroom,,,,tt10453006,,(2018),"June 8, 2018"
9551,Koli 2.0,7.1,Crime,50,tt7999980,542,(2018),"February 27, 2018"
9552,Cut,,Comedy  Drama,,tt8608888,,(VII),"April 27, 2018"
9553,Nolan Equation,,Crime  Drama  Mystery,105,tt5094932,,(2018),"December 19, 2018"
9554,Blood-Soaked Guangchang,,,,tt10314510,,(2018),"August 1, 2018"
9555,The Saints of Augustine,,Crime  Drama  Mystery,73,tt9054078,,(2018),"September 19, 2018"
9556,Middle of Beyond,,Drama,85,tt9455028,,(2018),"March 14, 2018"
9557,Tor opekkhay,8.3,Drama,110,tt9460410,6,(2018),"March 14, 2018"
9558,Pentru Romania,5.7,Action  Adventure,132,tt8558978,7,(2018),"October 5, 2018"
9559,American Male,7.6,Crime,46,tt8521964,16,(2018),"June 6, 2018"
9560,Rupantar,,Drama,81,tt8587150,,(2018),"July 13, 2018"
9561,Death Comes to Those Who Wait,4.0,Crime,,tt8688024,38,(2018),"November 24, 2018"
9562,Kasting,5.8,Comedy,73,tt8174446,12,(2018),"April 12, 2018"
9563,African Movie Channel Original Production - Something Strange,,Drama,,tt14580042,,(2018),"September 26, 2018"
9564,Souq Al Jumma,,,,tt10474380,,(2018),"August 30, 2018"
9565,The boy who doesn't want to go home,,Drama  Romance,70,tt8769874,,(2018),"July 28, 2018"
9566,The Chosen Ones,,Fantasy,,tt5500194,,(I) (2018),"March 31, 2018"
9567,Only Silver Fish,,Comedy,86,tt7286504,,(2018),"July 10, 2018"
9568,Beautiful Dreamer,,Drama,108,tt9529532,,(2018),"December 15, 2018"
9569,Poesia e Melodia,,Family,97,tt10170208,,(2018),"November 1, 2018"
9570,Seven Days of Revenge,,Crime  Thriller,140,tt7029614,,(2018),"April 19, 2018"
9571,Return to Seattle,6.3,Drama,88,tt7379776,6,(2018),"December 7, 2018"
9572,Aamako Man,,Drama  Family,60,tt9876994,,(2018),"July 22, 2018"
9573,On the Fence,,Comedy  Drama,46,tt8329272,,(II) (2018),"August 11, 2018"
9574,Mee,,Drama,,tt8396256,,(2018),"February 16, 2018"
9575,A Dobugawa Dream,6.4,Drama,82,tt9681608,5,(2018),"November 23, 2018"
9576,The Fairy Cries - Director's Cut,,Romance,88,tt12581040,,(2018),"July 12, 2018"
9577,Hillbilly,,Thriller,190,tt6035188,,(I) (2018),"July 12, 2018"
9578,Callous,5.4,Horror,63,tt9024942,6,(2018),"May 28, 2018"
9579,Baba Yaga. The Beginning,,,,tt10500340,,(2018),"November 8, 2018"
9580,Verano no miente,6.8,Comedy  Romance,120,tt10077090,8,(2018),"April 6, 2018"
9581,Hello My Friend,,Comedy  Drama,78,tt8521506,,(2018),"August 12, 2018"
9582,The Stan Stylez Intergender Bonanza,,Sport,,tt9344158,,(2018),"August 3, 2018"
9583,Harcosok Serlege,7.7,Action,80,tt7336692,37,(2018),"January 26, 2018"
9584,Finding Me,,Drama,53,tt9387504,,(II) (2018),"September 1, 2018"
9585,Where There's a Will,,Drama,,tt7060860,,(I),"February 26, 2018"
9586,El fotoviaje de Carla,,Animation  Drama  Fantasy,51,tt8974310,,(2018),"June 7, 2018"
9587,Samartha,,,121,tt13978824,,(2018),"July 20, 2018"
9588,Die Gewissensfrage,6.4,Drama,,tt9296810,5,(2018),"December 1, 2018"
9589,Tarana - The Black Story,,Thriller,,tt8852346,,(2018),"April 4, 2018"
9590,Loved Ones,,Drama  Thriller,45,tt6397506,,(2018),"June 2, 2018"
9591,The Player,,Action,,tt7933248,,(2018),"February 14, 2018"
9592,The Viper's Hex,6.5,Horror,92,tt5982964,117,(2018),"December 20, 2018"
9593,Bu xing zhi nan,,Animation,,tt9664352,,(2018),"July 15, 2018"
9594,Fördömda Själar,6.7,Horror,70,tt5896420,11,(2018),"August 17, 2018"
9595,Brel Ne nous quitte pas: 40 ans déjà,,,100,tt8973534,,(2018),"October 9, 2018"
9596,Certoviny,5.4,Comedy  Family  Fantasy,96,tt6771402,92,(2018),"January 4, 2018"
9597,Wanda's Wonderful World,,Comedy  Drama  Fantasy,78,tt11697700,,(2018),"March 30, 2018"
9598,Putin 4.0,,,,tt8413620,,(2018),"May 5, 2018"
9599,Cicada Season,,Comedy  Crime  Thriller,73,tt8228020,,(2018),"March 4, 2018"
9600,The Branded: Initiation,3.1,Drama  Horror  Thriller,99,tt7989520,57,(2018),"October 9, 2018"
9601,Jane Rambo Daughter of the Jungle,,Action,,tt10151488,,(2018),"April 9, 2018"
9602,Lunch at Midnight,,Comedy  Drama  Romance,,tt5223900,,(2018),"October 25, 2018"
9603,Auto Romance in Mumbai,,Romance,167,tt8458776,,(2018),"May 11, 2018"
9604,Reporting from Darkness,6.6,Drama,,tt8521166,8,(2018),"July 14, 2018"
9605,Maria's Place,,Drama,120,tt7206082,,(2018),"February 2, 2018"
9606,Stage 5,,Drama,,tt5876946,,(2018),"March 17, 2018"
9607,Aata Baas,,Drama,,tt8907988,,(2018),"January 1, 2018"
9608,Karma 2,,Drama,,tt7778722,,(2018),"April 6, 2018"
9609,Friendly Baby,,Drama,,tt9389986,,(2018),"November 23, 2018"
9610,Things as They Are,4.6,Drama  Thriller,78,tt8939086,11,(2018),"September 2, 2018"
9611,Kokuchô no himitsu,,Drama  Mystery,87,tt8535732,,(2018),"October 26, 2018"
9612,The Invisible Yoke,,Comedy  Drama,,tt7674826,,,"October 29, 2018"
9613,Mermaids,,Musical,76,tt8865872,,(I) (2018),"March 23, 2018"
9614,Peacekeeping Force,,War,,tt10443424,,(2018),"November 23, 2018"
9615,My Name is Ramadan,,Drama,,tt21111102,,(2018),"June 15, 2018"
9616,21 Diamonds,,Action  Crime  Thriller,122,tt8116540,,(2018),"March 9, 2018"
9617,Cascos indomables,5.1,Comedy  Drama,84,tt6108486,78,(2018),"March 9, 2018"
9618,The Last,,Drama  Horror  Thriller,90,tt8355868,,(2018),"May 2, 2018"
9619,Kanni Vedi,,Action,,tt8458784,,(2018),"May 2, 2018"
9620,Finding Desmond,,Drama,73,tt8899406,,(2018),"December 17, 2018"
9621,Gracie,6.5,Drama  Fantasy  Mystery,71,tt1196939,41,(2018),"March 3, 2018"
9622,The Fare,5.1,Horror  Thriller,90,tt7641756,12,(II) (2018),"March 1, 2018"
9623,Trinity Gold Rush,,Drama,,tt7857842,,(2018),"February 23, 2018"
9624,DeathHaus,,Horror,,tt5754092,,(2018),"October 1, 2018"
9625,American Dream,,Crime,,tt7484920,,(V),"March 2, 2018"
9626,Re HaiVaan,,Action  Adventure  Horror,60,tt6929938,,(2018),"October 31, 2018"
9627,Desperate Ghosts,7.4,Fantasy  Mystery  Thriller,96,tt4624304,11,(2018),"November 9, 2018"
9628,Ajja,,Thriller,123,tt9537332,,(2018),"February 18, 2018"
9629,Brelindzè,,Drama  Fantasy  Horror,89,tt8189052,,(2018),"September 28, 2018"
9630,Hakui no imôto: Mubôbi na o-shiri,,,,tt9525608,,(2018),"June 15, 2018"
9631,Isabelle,,Drama,90,tt13717512,,(II) (2018),"November 29, 2018"
9632,I Am Not a Begger,,Drama,120,tt7288592,,(2018),"December 6, 2018"
9633,Thing I Don't Get,7.0,Drama,71,tt10050722,20,(2018),"November 7, 2019"
9634,Madelline,,Drama,66,tt8505586,,(2018),"March 26, 2019"
9635,Nick & Ophelia,,Drama,,tt6813696,,(2018),"January 23, 2018"
9636,Carolina Ballet Theatre Presents 'The Nutcracker',,Fantasy  Music  Musical,,tt8093912,,(2018),"September 7, 2018"
9637,Gvana Yajna,,Drama,,tt9248730,,(2018),"October 26, 2018"
9638,Amygdala Warrior,7.9,Crime  Drama  Horror,,tt7207362,13,(2018),"November 1, 2018"
9639,Balloooon,,Comedy  Drama  Romance,119,tt9434736,,(2018),"December 14, 2018"
9640,Bi ye zuo pin,,Adventure  Romance,86,tt10476336,,(2018),"April 13, 2018"
9641,The Walkers,,,146,tt9059132,,(2018),"December 1, 2018"
9642,Hariye Jawa,,Romance,90,tt10654808,,(2018),"March 30, 2018"
9643,Did I,,Mystery,,tt7878412,,(2018),"April 13, 2018"
9644,Pet Departures,,Romance,106,tt8848900,,(2018),"November 4, 2018"
9645,Subtleness of Gluttony,,Drama,120,tt7119366,,(2018),"April 15, 2018"
9646,Lightning Man and the Mystery Island,,,,tt10449490,,(2018),"April 5, 2018"
9647,Khorwa the Cycle,,Thriller,,tt7022378,,(2018),"August 31, 2018"
9648,Jukujo no yûwaku: Iregui no yado,,,,tt9525988,,(2018),"September 7, 2018"
9649,Derek Is Funny,,Comedy,91,tt6865032,,(2018),"September 7, 2018"
9650,"Sono Angelica, voglio vendetta",,Thriller,,tt8426878,,(2018),"March 20, 2018"
9651,The Head,,Comedy,55,tt7998302,,(I) (2018),"January 1, 2018"
9652,Forgotten Forests of Malaysia,,,,tt10973924,,(2018),"August 2, 2018"
9653,Peggio per Me,6.4,Comedy,108,tt8653642,7,(2018),"July 12, 2018"
9654,JVG Popiela,,Music,,tt9090072,,(2018),"February 25, 2018"
9655,Nemici,,Drama,,tt9372340,,(2018),"October 20, 2018"
9656,Hamartia,,Horror,61,tt15153698,,(2018),"September 18, 2018"
9657,Psychopath,,Horror,,tt4816172,,(2018),"August 1, 2018"
9658,Dolphinprotocol,,Action,,tt7671922,,(2018),"September 11, 2018"
9659,Sanam tera ishaq,,Action,120,tt12681658,,(2018),"August 31, 2018"
9660,"Mind, Body and Bullshit",,Comedy,,tt8751530,,(2018),"September 11, 2018"
9661,Morning Express II,,Drama  Family  Romance,,tt14304098,,(2018),"December 14, 2018"
9662,Copy Paste Delete,,Drama,78,tt9624570,,(2018),"January 25, 2018"
9663,Beartales,8.4,Animation,,tt7973974,19,(2018),"October 6, 2018"
9664,#Bornagain,,,,tt10497948,,(2018),"June 7, 2018"
9665,Geister der Weihnacht,6.4,Family,,tt9505874,8,(2018),"December 1, 2018"
9666,Bing at the Cinema,,,,tt10467090,,(2018),"April 27, 2018"
9667,Pig Tales,,Animation,156,tt14169062,,(2018),"August 19, 2018"
9668,"Silence not silence, red not red, live not live",8.4,Drama,601,tt8690764,27,(2018),"August 19, 2018"
9669,On the Run,5.3,Action  Drama  Thriller,90,tt4523698,6,(I) (2018),"September 21, 2018"
9670,Poison,,Comedy,,tt8689450,,(III) (2018),"November 15, 2018"
