,titre_film,utilisateur_note,genres_liste,duree,id_film,nbre_utilisateur_note,date_sortie,date_ext
3165,Troppa grazia,6.0,Comedy  Drama,110,tt7133528,930,(2018),"November 22, 2018"
3166,Mes provinciales,6.4,Drama,137,tt6593240,660,(2018),"April 18, 2018"
3167,We Love,4.8,Comedy  Drama  Romance,100,tt8315092,223,(2018),"November 9, 2018"
3168,Exterior/Night,6.9,Adventure  Biography  Drama,95,tt8526164,1029,(2018),"November 30, 2018"
3169,Dimsum Martabak,6.1,Comedy  Romance,98,tt8669090,91,(2018),"June 15, 2018"
3170,Qi di zu,6.4,Comedy  Crime  Drama,100,tt8841392,61,(2018),"December 26, 2018"
3171,Flesh Blanket,2.6,Comedy  Horror,86,tt7052108,142,(2018),"October 19, 2018"
3172,We Hope for a Blooming,6.3,Family  Sport,109,tt8390458,99,(2018),"December 14, 2018"
3173,Get Hard,7.8,Comedy,90,tt8672656,121,(2018),"March 8, 2018"
3174,Sofia,6.7,Drama,80,tt8296592,814,(2018),"May 10, 2019"
3175,Araghe Sard,6.2,Drama  Sport,88,tt7901610,1271,(2018),"September 26, 2018"
3176,Hangman,7.0,Thriller,,tt5887624,25,(II) (2018),"February 3, 2018"
3177,Veerey Ki Wedding,2.8,Comedy  Romance,131,tt7262178,591,(2018),"March 2, 2018"
3178,Ahockalypse,3.6,Comedy  Horror,79,tt6649792,187,(2018),"August 17, 2018"
3179,Sueño Florianópolis,6.3,Comedy  Drama  Romance,106,tt8506788,530,(2018),"November 15, 2018"
3180,Nevermind,5.7,Drama,110,tt8767778,107,(I) (2018),"August 1, 2019"
3181,Aria,,Drama,120,tt10395046,,(II) (2018),"August 1, 2019"
3182,Sophia Antipolis,6.2,Drama,98,tt8694588,380,(2018),"October 31, 2018"
3183,The Terrorist,5.9,Thriller,,tt9248762,24,(II) (2018),"October 18, 2018"
3184,Cronofobia,6.2,Drama  Thriller,93,tt8575428,186,(2018),"February 20, 2020"
3185,The Go-Getters,5.5,Adventure  Comedy,83,tt6085642,211,(2018),"December 7, 2018"
3186,The Pinch,5.7,Action  Crime  Thriller,83,tt5836576,115,(2018),"August 16, 2018"
3187,Veera Bhoga Vasantha Rayalu,6.6,Crime  Thriller,132,tt8145144,462,(2018),"October 26, 2018"
3188,It's Just a Game,4.4,Horror,70,tt6149944,118,(2018),"December 1, 2018"
3189,Rootwood,3.1,Horror  Mystery  Thriller,83,tt8976608,400,(2018),"April 7, 2020"
3190,Vielmachglas,5.1,Comedy  Drama,95,tt7333070,562,(2018),"March 8, 2018"
3191,Reuni Z,4.3,Comedy  Horror,98,tt8310710,132,(2018),"April 12, 2018"
3192,Mobile Suit Gundam: The Origin VI - Rise of the Red Comet,7.7,Animation  Action  Drama,84,tt8742774,423,(2018),"May 5, 2018"
3193,Pedro e Inês,6.2,Drama,120,tt2050452,482,(2018),"October 18, 2018"
3194,Camino Sinuoso,4.8,Drama  Thriller,108,tt7023236,79,(2018),"November 8, 2018"
3195,Byutipul deijeu,6.0,Drama,105,tt8943042,156,(2018),"February 22, 2018"
3196,Meili,6.0,Drama,82,tt9664198,51,(2018),"February 28, 2019"
3197,Two Graves,4.3,Thriller,80,tt6671850,388,(I) (2018),"May 3, 2019"
3198,Zgodovina ljubezni,5.7,Drama,105,tt8645290,167,(2018),"February 1, 2019"
3199,Ice Dragon: Legend of the Blue Daisies,4.6,Animation  Adventure  Family,70,tt8111636,123,(2018),"January 29, 2019"
3200,Devil's Cove,5.1,Thriller,81,tt6231824,69,(2018),"March 6, 2018"
3201,Pettilambattra,4.2,Comedy,122,tt8586256,27,(2018),"June 29, 2018"
3202,Io c'è,6.1,Comedy,100,tt7648416,1031,(2018),"March 29, 2018"
3203,Kill Teaser,2.7,Horror,87,tt5754892,51,(2018),"October 1, 2021"
3204,Peledu kalnas,7.0,Drama,128,tt8000314,651,(2018),"October 1, 2021"
3205,RSC Live: The Merry Wives of Windsor,6.6,Comedy,170,tt7510256,37,(2018),"October 5, 2018"
3206,Collusions,7.6,Crime  Drama  Thriller,82,tt2657538,29,(2018),"August 20, 2021"
3207,Siblings of the Cape,6.7,Drama,90,tt8585484,298,(2018),"March 1, 2019"
3208,Blue Moon,7.4,Thriller,85,tt8124376,64,(I) (2018),"August 8, 2018"
3209,The Numbers,6.8,Horror,48,tt8371870,16,(2018),"July 5, 2018"
3210,Bécassine!,5.6,Adventure  Comedy  Family,102,tt7217128,323,(2018),"June 20, 2018"
3211,Lake Fear 3,2.5,Comedy  Horror,79,tt7983348,243,(2018),"October 2, 2018"
3212,A Talent for Trouble,5.3,Comedy,120,tt4168628,35,(2018),"April 3, 2018"
3213,Shooting in Vain,4.9,Drama,90,tt7422926,79,(2018),"June 14, 2018"
3214,Hasta que la boda nos separe,5.0,Comedy,91,tt5990956,436,(2018),"March 29, 2018"
3215,Serena Waits,4.6,Horror,80,tt5954878,112,(2018),"March 2, 2018"
3216,NINA,9.7,Crime  Drama  Thriller,86,tt7850152,19,(2018),"August 26, 2018"
3217,Kadaikutty Singam,6.8,Action  Drama,149,tt8023734,2664,(2018),"July 13, 2018"
3218,Oru Kuprasidha Payyan,6.9,Action  Crime  Mystery,145,tt7699198,697,(2018),"November 22, 2018"
3219,Glorious,5.9,Drama  Romance,107,tt9248740,217,(2018),"November 22, 2018"
3220,Devil's Acid,2.8,Horror,88,tt6853910,278,(2018),"January 15, 2018"
3221,So was von da,5.4,Comedy  Drama  Music,100,tt6175086,324,(2018),"August 16, 2018"
3222,Thirudathey Papa Thirudathey,8.5,Comedy,,tt8852620,41,(2018),"August 16, 2018"
3223,Walwal,6.6,Drama,103,tt8629308,120,(2018),"June 27, 2018"
3224,Lost in Time,8.1,Drama  Romance,90,tt4320180,10,(I) (2018),"October 21, 2018"
3225,Fiore gemello,6.2,Drama,96,tt4389006,210,(2018),"June 6, 2019"
3226,Coborâm la prima,7.0,Drama,84,tt7251888,722,(2018),"October 26, 2018"
3227,Soledad,6.1,Biography  Crime  Drama,100,tt5433398,75,(I) (2018),"September 20, 2018"
3228,Gathering of Heroes: Legend of the Seven Swords,4.3,Action  Fantasy  Sci-Fi,103,tt1329350,80,(2018),"January 2, 2018"
3229,Bizum Usaklar,1.6,Comedy,97,tt8776902,30,(2018),"April 27, 2018"
3230,Bond of Brothers,,Comedy,,tt7145188,,(2018),"February 10, 2018"
3231,An American Hate Crime,6.4,Drama,92,tt8294696,111,(2018),"October 7, 2018"
3232,All Between Us,3.5,Comedy,80,tt5150228,95,(2018),"June 6, 2018"
3233,Bimbo bambino,6.4,Action  Comedy  Drama,,tt6782146,19,(2018),"April 18, 2018"
3234,Ananthu V/S Nusrath,8.6,Comedy  Drama  Family,149,tt9343826,1087,(2018),"December 28, 2018"
3235,The Meeting,7.8,Drama,96,tt8852046,24,(III) (2018),"September 28, 2018"
3236,Notes on an Appearance,5.6,Drama  Mystery  Thriller,60,tt7304194,197,(2018),"August 17, 2018"
3237,Vedigundu Pasangge,7.3,Comedy  Crime  Drama,136,tt8916608,61,(2018),"July 26, 2018"
3238,Tennen seikatsu,6.3,Comedy  Drama  Horror,96,tt8335576,102,(2018),"July 26, 2018"
3239,Watchman,5.2,Comedy  Drama  Fantasy,90,tt7524980,31,(I) (2018),"June 14, 2019"
3240,Bella Ciao!,6.7,Drama,88,tt5861756,10,(2018),"November 30, 2018"
3241,So viel Zeit,5.7,Comedy  Drama  Music,101,tt5970928,143,(2018),"November 22, 2018"
3242,My Fairy Tail Love Story,7.4,Fantasy  Romance,115,tt6712330,93,(2018),"February 14, 2018"
3243,DTC -Yukemuri Junjou Hen- from HiGH & LOW,7.1,Comedy  Drama,102,tt9765900,73,(2018),"September 28, 2018"
3244,Zombiepura,5.2,Comedy  Horror,85,tt8001748,198,(2018),"October 25, 2018"
3245,The Great Buddha Arrival,6.3,Fantasy  Sci-Fi,50,tt8362502,21,(2018),"December 8, 2018"
3246,The Unorthodox,7.4,Comedy  Drama  History,92,tt8657696,249,(2018),"July 26, 2018"
3247,In a Stranger's House,4.6,Horror,71,tt9250156,296,(2018),"October 31, 2018"
3248,Got my Hustle Up,5.0,Drama,134,tt9372746,125,(2018),"October 31, 2018"
3249,Pere Atzil,7.3,Drama,94,tt8665606,108,(2018),"February 14, 2019"
3250,Cry No Fear,5.9,Thriller,105,tt8585610,140,(2018),"June 20, 2018"
3251,Beowulf,,Action  Drama  Fantasy,80,tt7694546,,(2018),"November 8, 2018"
3252,Baby Mamas,6.4,Drama,93,tt8686460,78,(2018),"March 16, 2020"
3253,Te zhong shi ming,6.8,Action  Thriller,70,tt7799334,8,(2018),"April 27, 2018"
3254,Shonar Pahar,8.1,Drama,140,tt8347882,722,(2018),"March 10, 2018"
3255,Bikeman,6.4,Comedy,106,tt8977122,518,(2018),"September 20, 2018"
3256,Easy Money,7.4,Action,64,tt8200864,40,(III) (2018),"February 6, 2018"
3257,Red Island,3.2,Horror  Mystery  Sci-Fi,90,tt4965146,355,(2018),"May 11, 2018"
3258,Something in Between,6.9,Drama  Fantasy  Romance,100,tt8914698,161,(2018),"September 27, 2018"
3259,Saf,6.4,Drama,102,tt8901582,455,(2018),"April 19, 2019"
3260,"My Name is Batlir, not Butler",7.0,Comedy  Drama  Fantasy,92,tt6256984,1615,(2018),"November 9, 2018"
3261,The X Species,6.2,Mystery  Sci-Fi  Thriller,90,tt3458560,19,(2018),"March 22, 2018"
3262,La chute de Sparte,6.0,Drama,93,tt6632664,242,(2018),"June 1, 2018"
3263,The Oval,5.3,Drama,70,tt8671562,18,(2018),"October 25, 2018"
3264,The Punished,2.8,Action,87,tt9155048,110,(I) (2018),"August 6, 2018"
3265,Lift,7.6,Comedy,101,tt5282562,44,(I) (2018),"May 18, 2019"
3266,"Empathy, Inc.",5.6,Drama  Horror  Sci-Fi,97,tt6317236,579,(2018),"September 13, 2019"
3267,Khabsa: What Did I Mess,7.1,Comedy  Romance,100,tt9163340,714,(2018),"November 22, 2018"
3268,Rafaël,6.7,Drama,105,tt4037876,306,(2018),"October 11, 2018"
3269,Gai gia lam chieu 2,5.6,Comedy  Romance,105,tt9431498,100,(2018),"December 14, 2018"
3270,Girlfriend,4.8,Comedy,128,tt9248858,74,(2018),"November 2, 2018"
3271,Code Name: Dynastud,3.6,Action,94,tt6354056,266,(2018),"October 26, 2018"
3272,Blanche,6.1,Comedy,67,tt8055324,104,(2018),"July 28, 2018"
3273,Los amores cobardes,5.7,Drama  Romance,92,tt5887630,289,(2018),"May 27, 2022"
3274,The Boo,4.2,Drama  Horror  Thriller,88,tt5024048,102,(2018),"March 1, 2018"
3275,Happy Face,6.9,Drama,100,tt6470028,112,(2018),"October 6, 2018"
3276,Sylvia,5.0,Fantasy  Romance  Thriller,104,tt8326250,138,(II) (2018),"September 21, 2018"
3277,Chalbaaz,6.7,Comedy  Drama,152,tt6923834,669,(2018),"April 20, 2018"
3278,Devil's Path,4.7,Drama  Thriller,87,tt8187918,690,(2018),"March 5, 2019"
3279,Jurassic Bark,1.5,Animation,70,tt8426838,140,(II) (2018),"September 11, 2018"
3280,Squad Goals,7.2,Comedy,106,tt8390886,62,(I) (2018),"May 9, 2018"
3281,Lajkó - Cigány az ürben,5.9,Comedy  Drama,90,tt4795022,1308,(2018),"March 29, 2018"
3282,Ira,6.7,Crime  Mystery  Thriller,139,tt7601308,800,(II) (2018),"March 16, 2018"
3283,Hellmington,4.4,Drama  Horror  Mystery,83,tt5859352,412,(2018),"September 10, 2019"
3284,Shikkari Shambhu,5.7,Comedy  Mystery,146,tt7372318,517,(2018),"January 20, 2018"
3285,King Danylo,4.4,Action  Adventure  History,100,tt9670284,185,(2018),"November 22, 2018"
3286,Gekijoban Haikara-san ga Toru Kouhen: Tokyo Dai Roman,6.2,Animation  Comedy  Drama,105,tt7058884,107,(2018),"October 19, 2018"
3287,Curtiz,6.0,Biography  Drama  History,98,tt6774588,1085,(2018),"September 12, 2019"
3288,Tri bogatyrya i Naslednitsa prestola,5.6,Animation  Adventure  Family,81,tt8682096,381,(2018),"December 27, 2018"
3289,The Guest,6.5,Drama  Thriller,99,tt9363208,1332,(II) (2018),"January 8, 2019"
3290,Solo el Amor,4.9,Drama  Music  Romance,93,tt8438438,73,(2018),"October 25, 2018"
3291,Ingenium,4.8,Thriller,87,tt3641064,143,(2018),"October 17, 2021"
3292,Edge of Isolation,3.4,Drama  Horror  Thriller,89,tt6384998,299,(2018),"October 9, 2018"
3293,Wastelander,2.7,Action  Adventure  Sci-Fi,90,tt2651724,206,(2018),"February 2, 2018"
3294,Gabriel,5.9,Drama,93,tt8534294,117,(III) (2018),"March 21, 2019"
3295,Raus,5.8,Adventure  Drama  Thriller,101,tt5976166,186,(2018),"January 17, 2019"
3296,Norske byggeklosser,5.7,Comedy,99,tt7597486,1094,(2018),"February 21, 2018"
3297,To Tokyo,4.1,Drama  Fantasy  Horror,75,tt3115846,94,(2018),"September 27, 2019"
3298,In i dimman,5.5,Drama  Thriller,78,tt7618654,151,(2018),"December 14, 2018"
3299,No Estoy Loca,5.7,Comedy  Drama,116,tt4060006,937,(2018),"January 4, 2018"
3300,Chiri tsubaki,6.6,Action  Romance,111,tt6926356,210,(2018),"September 28, 2018"
3301,"Mary, Marry Me",6.4,Comedy  Drama  Family,105,tt9337248,67,(2018),"February 8, 2019"
3302,Antes del Olvido,6.0,Drama,103,tt9109760,20,(2018),"October 23, 2018"
3303,The Lake Vampire,5.9,Crime  Mystery  Thriller,102,tt7296606,289,(2018),"June 1, 2018"
3304,Nobody Famous,4.6,Comedy  Drama,90,tt6982562,147,(2018),"May 25, 2018"
3305,Bacao,7.9,Horror,85,tt4157484,30,(2018),"June 29, 2018"
3306,The Toxic Avenger: The Musical,6.4,Musical,121,tt8083622,147,(2018),"April 12, 2018"
3307,Enter the Wild,3.7,Adventure  Drama,96,tt7973916,2042,(2018),"January 1, 2018"
3308,Apotheosis,6.1,Drama  Thriller,68,tt5518358,1985,(II) (2018),"June 5, 2018"
3309,8 Remains,3.4,Mystery  Thriller,80,tt5643730,366,(2018),"November 24, 2018"
3310,Ottori neesan: Chikotsu de izanau,,Comedy  Drama,70,tt9520888,,(2018),"February 9, 2018"
3311,Respublika Z,5.6,Adventure  Horror  Thriller,87,tt9858794,111,(2018),"April 12, 2018"
3312,La terra buona,6.3,Drama,110,tt5984694,199,(2018),"March 1, 2018"
3313,Bitter Melon,5.9,Comedy  Crime  Drama,110,tt7241800,166,(2018),"December 7, 2018"
3314,Intimidade Entre Estranhos,6.5,Drama,111,tt7943504,152,(2018),"December 13, 2018"
3315,Poramon 2,6.5,Drama  Romance,146,tt6750884,1511,(2018),"June 16, 2018"
3316,How to Get Away with Cheating,4.1,Thriller,115,tt7884780,14,(2018),"October 9, 2018"
3317,Smeshariki: DezhaVyu,5.5,Animation  Adventure  Comedy,85,tt7050476,276,(2018),"August 1, 2018"
3318,A Doggone Adventure,5.4,Adventure  Family,84,tt6912990,107,(2018),"March 20, 2018"
3319,The Picture of Dorian Gray,4.6,Drama  Horror  Thriller,74,tt7642686,20,(2018),"March 11, 2018"
3320,Up North,5.4,Drama,99,tt8631800,153,(2018),"November 8, 2018"
3321,Un amore così grande,5.1,Romance,106,tt7436428,125,(2018),"September 20, 2018"
3322,Lo que siento por ti,7.5,Comedy  Drama,90,tt9005462,74,(2018),"November 1, 2018"
3323,The Farm: En Veettu Thottathil,7.2,Thriller,120,tt7438916,184,(2018),"September 28, 2018"
3324,Njan Marykutty,7.1,Drama,126,tt7854174,589,(2018),"June 15, 2018"
3325,My Daughter's Lover,,Romance,80,tt19813732,,(2018),"May 10, 2018"
3326,Guang,7.1,Drama  Family,88,tt9121254,309,(2018),"November 29, 2018"
3327,El complot mongol,5.6,Crime  Thriller,100,tt4707274,547,(2018),"April 11, 2019"
3328,Runanubandha (The He Without Him),8.1,Drama,110,tt8384842,21,(2018),"June 15, 2018"
3329,Breathless Betrayal,,Drama,,tt7411346,,(2018),"February 14, 2018"
3330,April in Autumn,5.0,Drama,90,tt6695752,60,(2018),"May 29, 2018"
3331,Code Geass: Lelouch of the Rebellion Episode II,6.9,Animation  Action  Sci-Fi,132,tt9598270,422,(2018),"February 10, 2018"
3332,Soratobu taiya,6.4,Drama,120,tt6622960,306,(2018),"June 15, 2018"
3333,Anime,6.6,Comedy  Drama  Romance,50,tt8451744,25,(2018),"October 21, 2018"
3334,Justice Dot Net,5.0,Thriller,86,tt7128822,136,(2018),"June 13, 2018"
3335,Nanu Ki Jaanu,5.8,Comedy  Drama  Horror,133,tt7412738,1786,(2018),"April 20, 2018"
3336,Holiday,2.9,Crime,84,tt8864962,30,(III) (2018),"May 21, 2018"
3337,Aswang,3.8,Horror  Thriller,85,tt3628356,80,(2018),"May 9, 2018"
3338,Miss Hanoi,5.6,Crime,86,tt7040276,186,(2018),"August 9, 2018"
3339,Khrustal,7.0,Drama,95,tt6835498,1756,(2018),"September 20, 2019"
3340,Kitchen Light,,Drama,46,tt8443672,,(2018),"July 20, 2018"
3341,The Dead and the Damned 3: Ravaged,2.7,Horror,85,tt9135870,90,(2018),"September 28, 2018"
3342,Aschhe Abar Shabor,6.3,Crime  Drama  Thriller,128,tt7994188,702,(2018),"January 19, 2018"
3343,Savarakathi,7.0,Comedy  Drama,114,tt7943040,529,(2018),"February 9, 2018"
3344,Afraid,4.2,Horror  Thriller,125,tt8623162,94,(I) (2018),"October 2, 2018"
3345,Terminal,7.3,Drama  Mystery,165,tt3812432,20,(II) (2018),"February 16, 2018"
3346,It's A Party,5.9,Comedy,78,tt7379494,63,(2018),"March 2, 2018"
3347,Moms at War,6.4,Comedy,90,tt8844480,56,(2018),"August 17, 2018"
3348,Badang,1.1,Action  Comedy  Fantasy,105,tt7923374,771,(2018),"February 15, 2018"
3349,The Joke Thief,6.5,Drama,81,tt8027322,3974,(2018),"April 16, 2018"
3350,Rompis,6.4,Drama  Romance,99,tt8798274,217,(2018),"August 16, 2018"
3351,Take Care Good Night,7.4,Crime  Drama  Family,110,tt7071382,228,(2018),"August 31, 2018"
3352,El mayor regalo,7.6,Comedy  Drama  Western,107,tt9430524,95,(2018),"November 9, 2018"
3353,Kanaka,6.9,Action,155,tt7614030,57,(2018),"January 26, 2018"
3354,Are You Glad I'm Here,6.9,Drama,85,tt6891516,172,(2018),"May 16, 2019"
3355,Vanilla,6.3,Thriller,117,tt8665760,20,(III) (2018),"June 1, 2018"
3356,Juug Gone Wrong,4.8,Drama,103,tt9063470,70,(2018),"November 22, 2018"
3357,Moon Hotel Kabul,6.4,Drama,100,tt6785134,234,(2018),"November 30, 2018"
3358,Nessuno come noi,6.2,Drama  Romance,98,tt7122102,227,(2018),"October 18, 2018"
3359,Cine Holliúdy 2: A Chibata Sideral,6.1,Comedy  Sci-Fi,100,tt7247512,224,(2018),"March 21, 2019"
3360,"Cirkeline, Coco og det vilde næsehorn",5.1,Animation  Family,62,tt7886598,18,(2018),"March 21, 2019"
3361,4N1K 2,3.8,Comedy  Romance,100,tt8084510,453,(2018),"May 4, 2018"
3362,Skazhene vesillya,6.2,Comedy,90,tt8956464,683,(2018),"October 4, 2018"
3363,Nijiiro Days,6.3,Comedy  Drama  Romance,109,tt7493804,263,(2018),"July 6, 2018"
3364,Love Shot,5.6,Comedy  Crime  Romance,80,tt7543072,600,(2018),"December 5, 2018"
3365,Van Gogi,6.4,Drama,103,tt7529350,377,(2018),"August 17, 2018"
3366,Everything That Glitters,5.4,Drama,81,tt9540566,46,(2018),"December 27, 2018"
3367,Shibô no katamari,,Drama,99,tt8889996,,(2018),"July 15, 2018"
3368,Sinterklaas en de wakkere nachten,6.6,Comedy  Family,95,tt9172182,51,(2018),"October 21, 2018"
3369,Ladoo,4.8,Comedy  Drama  Musical,121,tt7010858,71,(2018),"November 16, 2018"
3370,Book Week,5.8,Comedy,98,tt6144666,139,(2018),"November 16, 2018"
3371,Time Will Tell,4.7,Drama  Sci-Fi  Thriller,79,tt3729034,149,(2018),"February 14, 2018"
3372,Cold,5.4,Drama,,tt5060874,25,(2018),"August 31, 2018"
3373,Life Is Lovely,,Thriller,110,tt7765918,,(2018),"February 2, 2018"
3374,Angels on Tap,5.2,Comedy,73,tt5318156,73,(2018),"July 12, 2018"
3375,Boomerang,6.8,Comedy  Drama  Fantasy,90,tt8027144,15,(II) (2018),"February 7, 2018"
3376,Her. Him. The Other,7.1,Drama,116,tt7583794,18,(2018),"February 27, 2018"
3377,Bhaskar Oru Rascal,4.9,Action  Comedy  Drama,152,tt7088032,396,(2018),"May 17, 2018"
3378,Homo Novus,7.3,Comedy  Romance,90,tt7745044,619,(2018),"September 26, 2018"
3379,Rusty Tulloch,7.2,Action,124,tt6843670,12,(2018),"October 12, 2018"
3380,Once Upon a Superhero,8.1,Drama  Sci-Fi,113,tt6992030,88,(2018),"May 7, 2019"
3381,Yeong-ha-ui ba-ram,6.7,Drama,109,tt11193160,16,(2018),"November 14, 2019"
3382,Maipa Deapati & Datu Museng (The Hero,9.8,History,,tt14908682,17,(2018),"January 22, 2018"
3383,Manos: The Rise of Torgo,4.9,Comedy  Horror,90,tt3200412,95,(2018),"May 25, 2018"
3384,Kensatsu gawa no zainin,6.3,Mystery,123,tt6857956,959,(2018),"August 24, 2018"
3385,Nose to Tail,5.9,Drama,82,tt8272332,120,(2018),"February 14, 2020"
3386,Aigaio SOS,3.9,Action  Comedy,90,tt9030432,560,(2018),"November 15, 2018"
3387,Nove de novembro,6.0,Drama,84,tt7644306,69,(2018),"February 24, 2018"
3388,Kamen Raidâ Heisei Jenerêshonzu Forever,6.9,Action  Adventure  Fantasy,100,tt9297624,153,(2018),"December 22, 2018"
3389,Laboratory,5.2,Drama,95,tt11058056,61,(2018),"May 9, 2018"
3390,Thuppaki Munai,6.3,Action  Thriller,128,tt7852918,465,(2018),"December 14, 2018"
3391,Víti í Vestmannaeyjum,5.8,Comedy  Drama  Family,97,tt7690774,143,(2018),"March 9, 2018"
3392,Suno Sasurji,,Drama,155,tt11157636,,(2018),"March 2, 2018"
3393,Jagajaala Killadi,7.1,Comedy,,tt8042126,25,(2018),"March 2, 2018"
3394,Toy Gun,5.4,Action  Comedy  Crime,103,tt5420870,331,(2018),"January 1, 2018"
3395,Un om la locul lui,5.4,Drama,93,tt7437492,171,(2018),"October 19, 2018"
3396,Chien de garde,6.9,Drama,87,tt8042452,548,(2018),"March 9, 2018"
3397,Missions of Love,5.7,Comedy  Drama  Romance,80,tt8545394,126,(2018),"June 23, 2018"
3398,Bearkittens,5.8,Comedy  Crime,71,tt7225144,75,(2018),"April 19, 2018"
3399,BackBencher,8.2,Drama,125,tt8038452,52,(2018),"July 20, 2018"
3400,Far til fire i solen,3.3,Adventure  Comedy  Family,90,tt8594582,142,(2018),"June 28, 2018"
3401,Removed,4.0,Thriller,70,tt7385832,1547,(I) (2018),"September 14, 2018"
3402,Blood Clots,4.9,Comedy  Horror,72,tt8833552,246,(2018),"August 3, 2018"
3403,Nela Ticket,4.3,Action  Comedy  Crime,120,tt8133888,758,(2018),"May 24, 2018"
3404,The Good Soldier Schwejk,5.8,Comedy  War,,tt7066352,7,(2018),"November 1, 2018"
3405,Quanto basta,6.5,Comedy,92,tt7117552,600,(2018),"April 5, 2018"
3406,Ekkees Tareekh Shubh Muhurat,5.7,Comedy  Drama,97,tt7769346,1981,(2018),"November 2, 2018"
3407,Union,4.3,Drama  History  War,135,tt4325644,113,(II) (2018),"August 2, 2019"
3408,The Bobot,4.6,Adventure  Family  Sci-Fi,100,tt5796882,167,(2018),"August 30, 2018"
3409,The Road to Edmond,4.8,Comedy,125,tt7087674,142,(2018),"October 20, 2018"
3410,Epidemic,2.7,Horror,71,tt7819394,256,(2018),"September 4, 2018"
3411,People to Kill,6.8,Drama,,tt6751454,14,(2018),"November 10, 2018"
3412,Not a Stranger,6.5,Drama  Family,86,tt4859240,100,(2018),"October 13, 2018"
3413,Dancing with Ghosts,,Comedy  Romance,70,tt13516938,,(2018),"September 27, 2018"
3414,Paranormal Demons,3.9,Horror,96,tt3894958,970,(2018),"March 28, 2018"
3415,Naa Nuvve,4.4,Romance,125,tt7838158,179,(2018),"June 14, 2018"
3416,Dormant,4.1,Crime  Drama  Mystery,96,tt4823486,125,(2018),"April 1, 2019"
3417,Dhaad,6.6,Action,135,tt5184604,21,(2018),"January 5, 2018"
3418,Enter the Fire,4.7,Action,76,tt5610950,159,(2018),"June 1, 2018"
3419,Post Apocalyptic Commando Shark,2.9,Action  Comedy,82,tt9079952,133,(2018),"November 9, 2018"
3420,Skippers,8.5,Comedy  Sport,71,tt7527526,80,(2018),"April 22, 2018"
3421,KAYA: The Mystery Unfolds,6.0,Mystery,119,tt10602826,18,(2018),"February 23, 2018"
3422,We the Kings,5.5,Thriller,91,tt5566946,392,(2018),"October 13, 2020"
3423,Le gendre de ma vie,5.3,Comedy,100,tt7419278,531,(2018),"December 19, 2018"
3424,The Delivery Boy,6.2,Drama  Thriller,66,tt8541826,92,(2018),"October 13, 2018"
3425,Sanctuary: Population One,2.5,Sci-Fi,76,tt8470668,130,(2018),"April 9, 2018"
3426,Imo,,Fantasy,71,tt8125376,,(2018),"January 23, 2018"
3427,Khido Khundi,6.8,Drama  Sport,152,tt7177642,101,(2018),"April 20, 2018"
3428,El bosque negro,5.8,Horror,98,tt8702008,359,(2018),"December 6, 2018"
3429,Les affamés,4.1,Comedy,95,tt7110510,135,(2018),"June 27, 2018"
3430,We Will Not Die Tonight,5.9,Action,105,tt8682894,52,(2018),"June 27, 2018"
3431,Rich Kids,6.0,Drama,96,tt7227412,127,(2018),"November 19, 2019"
3432,Egy nap,7.1,Drama,99,tt8274146,1123,(2018),"November 8, 2018"
3433,Senza Distanza,7.6,Comedy  Drama,73,tt4816884,25,(2018),"June 7, 2018"
3434,Down River,4.2,Action  Drama  Thriller,70,tt4791276,1676,(2018),"December 4, 2018"
3435,Phamous,3.8,Comedy  Crime  Drama,115,tt8338746,321,(2018),"June 1, 2018"
3436,Sideboob,4.3,Comedy,86,tt6464986,32,(2018),"December 10, 2018"
3437,Captain,6.9,Biography  Sport,145,tt6747224,754,(I) (2018),"February 16, 2018"
3438,Sridevi,,Romance,,tt8334456,,(2018),"March 22, 2018"
3439,Memento Mori,3.6,Horror,72,tt8128672,176,(II) (2018),"April 7, 2018"
3440,Around the Bed,,Comedy  Crime  Drama,90,tt5911174,,(2018),"August 7, 2018"
3441,Patuljci sa naslovnih strana,4.6,Comedy,92,tt7136436,270,(2018),"January 17, 2018"
3442,First Impression 130 Junmai: Birth of A Beautiful Pure Pretty Girl,,Action,151,tt10995278,,(2018),"December 13, 2018"
3443,Cooke Concrete,9.1,,,tt5846846,15,(2018),"December 13, 2018"
3444,Io sono Tempesta,5.8,Comedy  Drama,102,tt6917314,1368,(2018),"April 12, 2018"
3445,"My Tyrano: Together, Forever",6.3,Animation  Romance,108,tt9293976,22,(2018),"August 14, 2019"
3446,Neevu Kare Madida Chandadararu,,Thriller,,tt9389580,,(2018),"November 23, 2018"
3447,Huckleberry,6.7,Drama  Thriller,80,tt8679574,162,(2018),"October 21, 2018"
3448,Hacker's Game Redux,4.3,Thriller,89,tt10322172,33,(2018),"October 21, 2018"
3449,Ka Kha Ga Gha,8.0,Comedy,136,tt8060588,71,(2018),"March 9, 2018"
3450,Yol Arkadasim 2,5.9,Adventure  Comedy,116,tt8748256,3345,(2018),"October 12, 2018"
3451,Los silencios,6.8,Drama,88,tt8346446,511,(2018),"April 3, 2019"
3452,The Lion,7.9,Musical,66,tt6961146,34,(2018),"December 6, 2018"
3453,Khejdi,8.5,Drama,92,tt8458170,41,(2018),"May 24, 2018"
3454,Six,,Action  Crime  Drama,68,tt8326634,,(III) (2018),"June 15, 2018"
